,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
279,Philia,2.941009098653852,0.1097891814070082,7.440499285228554,9.867023756191491,89.6188043518341,2.618118117202082,3.263900080105621,5.04374073623461,47371,0,2624,10.9,N,N,45.69,,0.0444,70.26,,0.65,0.22,,,,,1.64833,MBA,0.1954157310836266,1842.226303909693,248.425458451374
280,Lucretia,2.187358802943897,0.1326752701693698,5.303962169247142,31.40887174205444,16.58788825412199,1.897150382805966,2.477567223081828,3.23510398546682,47140,0,3117,12.02,N,N,11.036,,0.226,4.348,,0.918,0.53,,S,SU,0.28,0.906903,MBA,0.3046660286022713,1181.621730691756,106.6782795285917
281,Clorinde,2.340028260775204,0.08036926981445991,9.032814628738034,144.9000462786595,296.6478835190689,2.151961898111501,2.528094623438908,3.57964415073585,44205,0,2669,10.91,N,N,39.03,,0.0502,6.42,,0.628,0.274,,B,BFU::,,1.18504,MBA,0.2753419730743201,1307.465026056268,192.1096147001128
282,Emma,3.048961201811897,0.1442153331675793,7.988476475086624,303.901651212184,55.10295194626137,2.609254246277571,3.488668157346222,5.32397551194791,45949,0,2842,8.72,N,N,132.385,,0.023,6.896,,0.712,0.297,,,X,,1.6142,MBA,0.1851297552281452,1944.582055738975,310.9013038457715
283,Amalia,2.35823527582459,0.2221125571393416,8.057572907158914,233.7120222837635,58.0638689782285,1.83444160837499,2.88202894327419,3.62150341876363,45931,0,2662,10.05,N,N,52.95,,0.0602,8.545,,0.698,0.38,,Ch,CX,0.11,0.832825,MBA,0.2721594236970362,1322.754123703417,272.1467965518962
284,Regina,3.088057963817975,0.2053052202259107,17.60920127511775,311.2397128936078,14.15756967611312,2.454063543485948,3.722052384150002,5.426706924449,39507,0,2116,10.7,N,N,47.156,,0.05,9.542,,,,,,,,1.44401,MBA,0.1816251176062232,1982.104704154999,319.5973244227933
285,Iclea,3.195584063813196,0.02822273062593149,17.897698623,149.0875864386069,211.67401507073,3.105395955587677,3.285772172038715,5.71259680048303,44432,0,2723,9,N,N,94.30,,0.0508,15.365,,0.69,0.328,,Ch,CX,,2.10386,MBA,0.1725355941949582,2086.525981376426,223.9016486213039
286,Nephthys,2.352822086379318,0.02331318249991955,10.03469185137368,142.3263545089633,119.0241026998262,2.297970315689716,2.407673857068921,3.60904115720289,45022,0,3173,8.3,N,N,59.615,,0.238,7.605,,0.873,0.49,,,S,0.22,1.29532,MBA,0.2730992084699426,1318.202282668357,40.83314746314269
287,Glauke,2.761785977583854,0.2053926321153688,4.336077435390653,120.1104643712666,84.98537894981479,2.194535486308589,3.329036468859119,4.58979440937153,46810,0,2827,9.84,N,N,28.981,,0.175,1170,,0.845,0.407,,S,S,,1.19619,MBA,0.2147430136206288,1676.422408022951,30.91424490297753
288,Nenetta,2.875996942969558,0.2012477617845723,6.678776585300919,181.952480442573,190.3378543443536,2.297208995297662,3.454784890641454,4.87742760997092,42820,0,3116,9.51,N,N,37.586,,0.889,6.902,,1.047,0.655,,A,A,,1.29688,MBA,0.2020791208366972,1781.480434541878,304.9756097768229
289,Bruna,2.338209397513332,0.256856291052348,22.32658857123813,10.48960174517029,105.115593518155,1.737625603964313,2.938793191062352,3.57547136916151,38117,0,1528,12,N,N,9.822,,0.314,13.807,,,,,,,,0.875501,MBA,0.275663313058132,1305.940917586241,87.45444884779864
290,Alice,2.221928557998484,0.09199416767461974,1.855549465804026,161.6501818902794,331.6159889919049,2.017524089672945,2.426333026324022,3.31209922159988,46730,0,3141,11.45,N,N,10.456,,0.425,4.313,,,,,,,,1.03232,MBA,0.2975835617905971,1209.744240689356,52.81435180895287
291,Ludovica,2.530516614496235,0.03409786150200537,14.89404723101121,43.53246075683925,285.5187343453816,2.444231409446619,2.616801819545851,4.02552002962177,46743,0,2138,9.9,N,N,30.864,,0.187,8.93,,0.86,0.44,,,,,1.47881,MBA,0.2448444613651979,1470.32119081935,273.2773917597748
292,Brasilia,2.861250414703118,0.106208907523631,15.58255005949369,61.30618515159375,86.84719998720455,2.557360134005964,3.165140695400273,4.83996259427635,40367,0,2139,9.94,N,N,57.486,,0.056,8.17,,0.721,0.352,,,CX,,1.62743,MBA,0.203643367932872,1767.796337559437,311.6607592488625
293,Felicia,3.154375018108348,0.2330511380504677,6.264463824708209,135.7213214711987,185.9634386791139,2.419244330300233,3.889505705916462,5.60245257781996,41434,0,3082,10.1,N,N,51.865,,0.095,10.4227,,,,,,,,1.40586,MBA,0.1759276441302937,2046.29580404874,29.98381470386279
294,Theresia,2.794518041212615,0.1714309929043198,2.708541443791276,276.0376891998776,147.9248994687927,2.315451038718502,3.273585043706729,4.67163150773627,43866,0,2551,10.19,N,N,28.340,,0.171,10.702,,0.862,0.501,,S,S,,1.32911,MBA,0.2109811704402092,1706.313408200671,117.7548529341553
295,Phaetusa,2.228812179796383,0.1605425929985468,1.747386518254977,121.5793817365353,252.4654543208411,1.870992893145128,2.586631466447638,3.32750265622632,36040,0,2357,12.62,N,N,8.196,,0.379,4.5385,,0.887,0.463,,,S,,0.871683,MBA,0.2962060094898142,1215.370345186665,208.9420163625177
296,Caecilia,3.168825140044889,0.1416752625843223,7.544388899821752,331.9997439956632,353.446562035028,2.719881006245227,3.61776927384455,5.64099369910983,43574,0,2736,9.1,N,N,39.48,,0.1796,4.163,,,,,,,,1.70739,MBA,0.1747256486960962,2060.372948599866,292.6374696201029
297,Baptistina,2.263909735553429,0.09615139671145694,6.285082400292692,8.171410207806492,135.2577716078994,2.046231652451302,2.481587818655556,3.40640955969736,46612,0,2556,11.2,N,N,21.135,,0.131,16.23,,,,,,,,1.06356,MBA,0.2893446211016164,1244.191091679461,138.7719190031432
298,Thora,2.433647273286314,0.06172656647545003,1.606327069374217,241.4812599805301,152.0503239117933,2.283426583094009,2.58386796347862,3.79659832346192,31769,0,2876,11.3,N,N,15.757,,0.251,272.9,,,,,,,,1.28869,MBA,0.259607732868832,1386.707537644465,299.0305031177085
299,Geraldina,3.204839013851104,0.05705321487465868,0.7317927152593395,42.65999663587766,324.9412657139895,3.021992644955168,3.38768538274704,5.73743172506454,43441,0,2924,9.8,N,N,67.373,,0.052,6.8423,,,,,,,,2.01961,OMB,0.1717887603022361,2095.596937579822,125.1264997310803
300,Bavaria,2.726095983583118,0.06749743682731552,4.894357646624019,142.3412416113317,124.9440148121267,2.542091492146018,2.910100475020219,4.50111300666959,46972,0,3012,10.3,N,N,53.042,,0.057,12.253,,,,,C,,,1.52952,MBA,0.2189739031006534,1644.031525686066,335.6908410649837
301,Clarissa,2.405273148469157,0.1114607106171771,3.413362277090914,7.849699294166785,54.35390447948025,2.13717969411237,2.673366602825944,3.73039488350339,46534,0,2714,10.89,N,N,38.53,,0.0524,14.381,,0.639,0.294,,,F,,1.15173,MBA,0.2642149997916326,1362.526731199614,118.2112365988835
302,Josephina,3.124396028798093,0.06059673205785211,6.868982483996817,343.9650412503553,64.1804752770856,2.935067839798398,3.313724217797789,5.52277458930652,46941,0,2736,8.9,N,N,124.923,,0.034,12.497,,,,,,,,1.95185,MBA,0.1784657815432078,2017.193418744206,175.8042628619685
303,Olga,2.403604094017612,0.2216072303591116,15.8456192763298,159.0305988052077,172.2867137663287,1.870948047862547,2.936260140172676,3.72651269327473,46997,0,2643,9.74,N,N,65.990,,0.047,18.36,,0.708,0.249,,Xc,C,0.07,0.861074,MBA,0.2644902525479987,1361.108761218595,328.3777770512098
304,Gordonia,3.088414715600667,0.1954547779106529,4.450166412582997,207.476228872681,260.8525475841179,2.484769303266947,3.692060127934389,5.42764734232914,46542,0,2634,8.77,N,N,47.739,,0.238,12.893,,0.919,0.507,,,S,,1.50652,MBA,0.1815936484452211,1982.448191785719,224.8631110951064
305,Unitas,2.357924743593614,0.1507919025975553,7.277327938972727,141.8654748069217,167.7898652425528,2.002368785325281,2.713480701861948,3.62078812339516,46984,0,2628,8.96,N,N,47.200,,0.201,8.736,,0.864,0.453,,S,S,,0.98785,MBA,0.2722131894432277,1322.492862070083,1.432882632356321
306,Nike,2.907517524107764,0.1434700336178591,6.125833861019522,100.956069967798,324.5127135397028,2.490375887179508,3.324659161036019,4.95783094350026,46783,0,2677,10.12,N,N,61.313,,0.043,11.857,,0.669,0.267,,,CX,,1.50703,MBA,0.1988019145065276,1810.847752113471,9.713604131203867
307,Polyxo,2.749537086212404,0.04054222260115872,4.360811434829979,181.7212020388202,114.5814899120308,2.638064741613039,2.861009430811768,4.55929375956748,46884,0,3011,8.17,N,N,128.578,,0.047,12.029,,0.783,0.379,,T,T,0.21,1.62539,MBA,0.2161795960831132,1665.282045682022,287.5937390854701
308,Fraternitas,2.66499620289546,0.1135202470492743,3.714272306179245,356.5276733610953,310.6413361277301,2.36246517555739,2.967527230233531,4.35063945578982,46959,0,2971,10.6,N,N,41.075,,0.056,22.398,,,,,,,,1.34902,MBA,0.2265474520201592,1589.071061227233,56.60780487617738
309,Margarita,2.76176410925153,0.1133293320209976,3.172269763923261,229.2710505912039,324.975052674811,2.448775227550489,3.074752990952572,4.58973989521752,38937,0,2815,10.1,N,N,33.708,,0.115,12.07,,,,,S,,,1.44883,MBA,0.2147455642082404,1676.402496728199,352.2860987342796
310,Claudia,2.899114348445861,0.00260592993480308,3.227252060194918,81.00940409146745,79.38388605418251,2.891559459580828,2.906669237310894,4.93635313258631,42718,0,3237,10,N,N,26.300,,0.322,7.532,,0.843,0.437,,,S,,1.88473,MBA,0.199666891102492,1803.002981677151,72.03571370855184
311,Pierretta,2.782119422523156,0.1595495450230307,9.029081057228764,6.259151181038525,262.7181597859641,2.338233534459849,3.226005310586462,4.64057562459709,46640,0,2478,8.89,N,N,46.191,,0.23,10.282,,0.843,0.429,,Sk,S,,1.3435,MBA,0.2123931087650645,1694.970246884087,254.7501179621069
312,Chaldaea,2.374700646565,0.1818233141054238,11.65064493711883,176.5853476925959,316.074919443692,1.942924704998259,2.806476588131741,3.65949794825424,46269,0,2836,8.9,N,N,77.853,,0.039,8.392,,0.715,0.342,,,C,,0.973294,MBA,0.2693337439464197,1336.631625599862,171.4603309728201
313,Rosalia,3.16063465478106,0.1718183213387495,12.50981945094234,170.0159660979947,191.1214346745039,2.617579714031501,3.70368959553062,5.61913736156353,46802,0,2716,9.9,N,N,60.689,,0.043,20.465,,,,,,,,1.61444,MBA,0.1754052659594187,2052.389921311078,291.5386767441905
314,Constantia,2.241299364509214,0.1679447117281131,2.428618888106338,161.6368945983086,172.8464912843401,1.864884988840311,2.617713740178117,3.35550588048587,33261,0,2554,12.5,N,N,6.534,,0.217,5.345,,,,,,,,0.85402,MBA,0.2937340354846404,1225.598522847464,20.35028918202661
315,Goberta,3.179608009088325,0.1352733813466135,2.338950594341684,123.9018998974493,314.99474715,2.749491682342173,3.609724335834477,5.66981091482042,46730,0,3231,10.1,N,N,56.067,,0.061,8.605,,,,,,,,1.76561,MBA,0.1738375932063643,2070.898436638159,129.4516850645786
316,Roxane,2.286650304089563,0.08507369974044335,1.765677937482817,151.351772808418,186.7278929937752,2.092116502708054,2.481184105471072,3.4578633952586,46801,0,2982,10.03,N,N,18.648,,0.926,8.169,,0.694,0.238,,Xe,E,,1.08181,MBA,0.2850391038347673,1262.984605118203,324.5764119101549
317,Magdalena,3.195414674305685,0.08468339120483918,10.65428172783763,161.5003220485806,296.2732244574377,2.924816123379772,3.466013225231597,5.71214259190206,46789,0,2773,9.4,N,N,85,,0.054,42.49,,0.685,0.29,,,CXF,,1.9612,MBA,0.1725493135911647,2086.360081692227,331.6363456037656
318,Leona,3.403544111953765,0.2168786980697745,10.56423431169122,184.9411106977291,228.1673229102011,2.665387896130185,4.141700327777344,6.27921390502312,46600,0,2577,10.1,N,N,49.943,,0.085,430,,,,,,,,1.68928,OMB,0.1569665085910029,2293.482878809695,115.6997536240915
319,Katharina,3.009980086733878,0.1170735682627215,9.379285960896675,219.92085074286,149.7631555233453,2.657590977580206,3.362369195887549,5.22220162889836,40728,0,2410,10.8,N,N,23.362,,0.155,6.893,,,,,,,,1.66216,MBA,0.1887376921475697,1907.409144955127,144.6698237378216
320,Florentina,2.885377377045308,0.04666053677454286,2.587287441297212,40.22458949575335,36.24914640507393,2.750744119835252,3.020010634255365,4.90130959366164,46308,0,2810,10.1,N,N,27.974,,0.425,2.871,,0.792,0.41,,S,S,,1.76614,MBA,0.2010944757789156,1790.203329084913,323.2149013114065
321,Phaeo,2.780799917972389,0.2461546839401674,8.0543986832843,252.3646178692258,114.9328975901037,2.096292993063052,3.465306842881726,4.63727461538502,46654,0,2514,9.01,N,N,69.855,,0.089,17.5845,,0.719,0.23,,X,X,,1.11016,MBA,0.2125442992091861,1693.764553269377,195.6151960740773
322,Brucia,2.383761924758662,0.2991350735572403,24.25120822838163,97.31442168580664,291.4333612744979,1.670695126053031,3.096828723464293,3.68046354318721,46699,0,2124,9.73,N,N,27.714,,0.295,9.463,,0.893,0.48,,,S,,0.809292,MBA,0.2677994963955064,1344.289309149129,267.2027348687335
323,Bamberga,2.68144701279209,0.3406546119019412,11.1017020113868,327.8510085307644,44.28056381145038,1.767999721313781,3.5948943042704,4.39098578753756,46442,0,2884,6.82,N,N,220.691,,0.05,29.43,,0.695,0.309,,,CP,0.09,0.784536,MBA,0.2244658331996766,1603.807558898094,89.85984177553576
324,Heidelberga,3.216487690342498,0.1570546046442743,8.5405386868802,344.7829363465108,69.02022107600807,2.711323487792582,3.721651892892413,5.7687410260296,46554,0,2300,8.65,N,N,75.72,,0.1068,6.737,,0.714,0.268,,,M,,1.73652,OMB,0.1708563929148894,2107.032659757313,178.1138236109354
325,Tamara,2.317175887544389,0.1903643518281844,23.72969154460784,32.20152700045843,238.5862389008171,1.876068201640103,2.758283573448674,3.52733496326976,46008,0,2128,9.36,N,N,93.00,,0.0368,14.445,,0.708,0.318,,,C,,0.943952,MBA,0.279425201641157,1288.35909533428,305.5438897629659
326,Columbia,2.775977584848673,0.06093912150164187,7.14116197660422,354.7730139997302,307.0499158701385,2.606811949519745,2.945143220177601,4.62521722946513,46607,0,3667,9.9,N,N,30.291,,0.214,5.932,,,,,Sl,,,1.59872,MBA,0.2130983766748481,1689.360593062137,65.55109059191696
327,Gudrun,3.115053515170304,0.1052721316226983,16.09267928002677,352.2195184587296,105.0571043039232,2.787125191509547,3.442981838831062,5.4980219620768,39434,0,2045,8.8,N,N,145.680,,0.025,10.992,,,,,,S,,1.85616,MBA,0.1792692517720045,2008.152521648552,143.80366327825
328,Svea,2.476989162345583,0.02450470158289233,15.87847254397714,178.477606939845,54.45667494649263,2.416291282098246,2.53768704259292,3.89847148420162,46609,0,2884,9.6,N,N,81.057,,0.039,22.778,,0.698,0.331,,,C,,1.43261,MBA,0.2528237765395391,1423.916709604643,176.8373809443679
329,Adalberta,2.467536241676484,0.253295140213208,6.757106318276705,137.130655582841,259.158792789543,1.842521303359866,3.092551179993101,3.87617621519052,39907,0,2523,12.4,N,N,9.111,,0.256,3.5553,,,,,,,,0.862972,MBA,0.2542779865128273,1415.773362598337,127.3669082037815
330,Etheridgea,3.029221839415804,0.0972960941870998,6.037946873471931,21.96099362627673,332.7798759365375,2.734490386014384,3.323953292817223,5.27235714267064,46595,0,2864,9.62,N,N,74.92,,0.0447,25.315,,0.698,0.298,,C,CX,,1.73091,MBA,0.1869422455073485,1925.72844636045,276.0772126144449
331,Siri,2.773338152357668,0.08788543209580453,2.845232659853341,31.56669977220848,297.413738610183,2.529602130489934,3.017074174225401,4.61862223044154,46611,0,2955,9.7,N,N,40.37,,0.1719,8.0074,,,,,Xk,,,1.51913,MBA,0.213402663000072,1686.951769668772,38.54521026249022
332,Badenia,3.130541135409832,0.1593330929119048,3.739295517024789,353.1690767401341,22.69365819923341,2.631742333817037,3.629339937002626,5.53907600579752,46455,0,2948,9.46,N,N,72.199,,0.047,9.862,,0.773,0.401,,,C:,,1.63263,MBA,0.1779405594608094,2023.147511117545,308.9564903335723
333,Chicago,3.890299278529752,0.02350182004740158,4.643112529606194,130.1632140571139,148.7710856723068,3.79887016495521,3.981728392104295,7.67330959838958,46279,0,2802,7.7,N,N,198.770,,0.041,7.361,,0.736,0.358,,,C,,2.78295,OMB,0.1284486531827691,2802.676330811794,238.0856265229617
334,Roberta,2.474842107199355,0.1727772424805201,5.101117078672384,148.439946103573,140.0665001298796,2.047245712342771,2.902438502055939,3.89340378792504,46271,0,3386,8.96,N,N,97.109,,0.049,12.054,,0.624,0.235,,B,FP,,1.03348,MBA,0.253152854688324,1422.065733539619,248.4502280453994
335,Lacadiera,2.251446035709403,0.09549100265116645,5.653639987418186,235.0379507892935,31.40568899865753,2.036453196344518,2.466438875074287,3.37831790673896,46254,0,3022,9.76,N,N,67.513,,0.044,13.7,,0.733,0.273,,Xk,D,,1.0228,MBA,0.2917506020974107,1233.930615436406,255.5856157500886
336,Devosa,2.382994911082152,0.1369461038683614,7.853661616462415,355.4726836383242,98.48056865106136,2.056653042471319,2.709336779692985,3.67868731372295,46247,0,2103,8.74,N,N,64.549,,0.135,4.653,,0.731,0.29,,X,X,0.19,1.09062,MBA,0.2679288015838646,1343.640541337308,77.70809847925261
337,Budrosa,2.911311154660146,0.02221723685009999,6.0500317713777,287.423034483054,110.1174409695696,2.846629865192724,2.975992444127569,4.96753732317999,46248,0,2219,8.5,N,N,50.506,,0.276,4.6084,,0.704,0.247,,Xk,M,,1.86007,MBA,0.198413463099378,1814.393007291492,141.248993928612
338,Dorothea,3.013079742119065,0.09775276514662558,9.962295585939826,173.4999328641692,164.3981457613897,2.718542865719645,3.307616618518485,5.23027038261433,46421,0,2767,9.24,N,N,44.329,,0.198,5.974,,0.783,0.405,,K,S,,1.71054,MBA,0.1884465259470765,1910.356257249883,100.0754656798954
339,Eduarda,2.746377322382013,0.1158936939772763,4.667974933540801,26.97612539054093,43.02343978425237,2.428089509435741,3.064665135328286,4.55143671781088,46422,0,2789,9.9,N,N,28.025,,0.247,8.0062,,,,,,S,,1.44447,MBA,0.2165527820062972,1662.412261180424,238.6263223902438
340,California,2.199802912030939,0.1942234959744288,5.666864762336142,29.0396588180004,293.6656147598903,1.772549500001561,2.627056324060316,3.26275047215414,46421,0,2738,10.55,N,N,15.830,,0.425,318,,0.92,,,,S,,0.769078,MBA,0.30208448110861,1191.7196099543,318.0358287620191
341,Endymion,2.568153793211319,0.1292968995771921,7.352661916469676,232.66886737578,225.146927707705,2.23609947011169,2.900208116310948,4.11566240706618,46397,0,2717,10.22,N,N,60.903,,0.038,6.319,,0.712,0.356,,Ch,C,,1.25972,MBA,0.2394818101881568,1503.245694180924,214.670178320163
342,Ostara,2.411821555342643,0.2289975588124838,3.259339558233415,38.59472471084147,10.24620207094688,1.85952030687785,2.964122803807437,3.74563936572082,46371,0,2699,11.56,N,N,18.213,,0.092,109.87,,0.77,0.463,,,CSGU,,0.869314,MBA,0.2631396637881823,1368.094778329529,278.8434653172367
343,Desiderata,2.597371337348506,0.3135135683189136,18.34577651110382,48.04044268287389,237.5163349197946,1.783060181127107,3.411682493569905,4.18609680922471,46362,0,2229,8.08,N,N,124.181,,0.067,10.747,,0.725,0.382,,,C,,0.833017,MBA,0.2354523386070713,1528.971859569325,176.5349968227589
344,Tercidina,2.325583448017762,0.06113300257271606,9.74410367380844,212.6109470482484,231.195508931033,2.183413549107026,2.467753346928498,3.54655005623048,46361,0,2639,8.71,N,N,96.865,,0.037,12.371,,0.729,0.411,,Ch,C,0.1,1.21067,MBA,0.2779112849784921,1295.377408038183,205.6451352865585
345,Hermentaria,2.796472879915928,0.1019181421727486,8.752262182845653,91.94146227025564,292.0678544971606,2.511461559358421,3.081484200473436,4.67653425813536,46358,0,2177,7.13,N,N,86.447,,0.332,28.523,,0.843,0.485,,S,S,,1.53123,MBA,0.2107599835611056,1708.104137783942,39.49622653553733
346,Pariana,2.611527038921666,0.1664399959107454,11.68122182287414,85.51391524010178,86.17041857668575,2.176864489242743,3.046189588600589,4.22036480230373,46356,0,2810,8.96,N,N,48.615,,0.19,4.0529,,0.685,0.259,,,M,,1.22027,MBA,0.2335405419999574,1541.488244041438,241.7705448192986
347,May,2.96800734147203,0.0703515503205693,9.758880309498348,89.91384662530973,13.97614292856579,2.759203423636641,3.176811259307419,5.11335162582831,46356,0,2960,9.4,N,N,82.82,,0.0448,7.3812,,,,,X,,,1.77728,MBA,0.1927554284334779,1867.65168133379,213.7743755918958
