,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
821,Lalage,2.255158508505732,0.1554517135943333,0.7172436766837474,210.11108948535,247.2493408919624,1.904590253931675,2.605726763079788,3.38667725572113,37828,0,2541,12.18,N,N,8.243,,0.349,3.345,,0.766,,,,DXCU,,0.921666,MBA,0.2910304729222524,1236.983867652143,225.7846025298105
822,Sisigambis,2.221918501008128,0.08968360889168173,3.646112631267937,255.0129406578621,218.838123186646,2.022648831174523,2.421188170841733,3.31207673457248,37811,0,2485,11.2,N,N,14.719,,0.298,146,,,,,,,,1.04094,MBA,0.2975855822056548,1209.7360273026,114.06772721623
823,Anastasia,2.792313252809822,0.1377666991276001,8.126911214944162,141.3864157315576,141.9583289166963,2.407625473039961,3.177001032579684,4.66610393895843,38646,0,2634,10.41,N,N,32.457,,0.087,250,,0.848,0.41,,L,S,,1.39678,MBA,0.211231103349054,1704.294463704568,296.4600036270536
824,Tanina,2.225774461901837,0.07492751159003057,3.399608699164642,101.4088730659625,111.7862776258563,2.059002720110893,2.392546203692781,3.32070223835834,41942,0,2591,11.5,N,N,13.423,,0.275,6.94,,0.912,0.525,,S,SR,,1.05521,MBA,0.2968126054731187,1212.886492560384,353.9576842224926
825,Henrika,2.712203109030238,0.206040750418358,7.106775413991742,230.2389650921358,36.86828511486634,2.153378745158644,3.271027472901832,4.46674866692019,37757,0,2467,11.6,N,N,22.556,,0.166,5.9846,,,,,C,,,1.14222,MBA,0.2206585498456402,1631.479950592601,323.5616826027655
826,Wolfiana,2.274476553059558,0.1560459139444667,3.421524672813249,172.8718452079239,195.5943127408765,1.919553780592119,2.629399325526997,3.43028653452922,37681,0,2613,13.1,N,N,8.488,,0.129,4.0654,,,,,,,,0.917871,MBA,0.2873305986092576,1252.912156736797,317.3455127850213
827,Lindemannia,3.190400858023626,0.02795611534449336,1.125502520177053,1.835156810458141,293.9352407393692,3.101209643641547,3.279592072405705,5.69870377449832,41643,0,3390,10.33,N,N,47.891,,0.057,20.52,,,,,,XFU,,2.08474,MBA,0.1729562234447472,2081.451553635512,65.38081560459462
828,Academia,2.581755348685326,0.09854764077602772,8.274686479130441,352.4154703894332,41.47183535742212,2.327329450011496,2.836181247359156,4.1484019564694,38524,0,2239,11,N,N,42.685,,0.054,7.891,,,,,,,,1.33859,MBA,0.2375917988926987,1515.20381460045,230.9209405863699
829,Petropolitana,3.210492647152376,0.06445262085473231,3.801246099092476,340.2923543608725,90.451527410756,3.003567981808557,3.417417312496193,5.75262046138079,37679,0,2835,9.1,N,N,41.328,,0.215,39,,0.899,0.5,,,S,,2.02094,OMB,0.1713351836757501,2101.144623519335,229.2294541843824
830,Stateira,2.212251330691221,0.1463432059353727,4.836152576296486,178.0692654433133,225.1829516392914,1.888503378623074,2.535999282759369,3.29048488186204,37434,0,2292,13,N,N,7.218,,0.257,4,,,,,,,,0.899801,MBA,0.2995383108430521,1201.849603100111,30.50883157280171
831,Karin,2.864789524466675,0.08086279950691365,1.005596350205229,253.9099274583368,122.253695227155,2.63313462352022,3.09644442541313,4.84894526903679,42712,0,2896,11.18,N,N,15.812,,0.221,18.348,,0.83,0.39,,,,,1.63359,MBA,0.2032661184405048,1771.077259515686,43.64165661870351
832,Monica,3.012717357678994,0.1195613666158923,9.776889752248508,353.1069352124916,35.93689713301909,2.652512753167473,3.372921962190515,5.2293268405697,37589,0,2085,11.1,N,N,21.990,,0.206,12.09,,,,,,,,1.66264,MBA,0.1884805278799861,1910.011628518082,210.6166949339217
833,Burnhamia,3.184806258941695,0.2011752248812299,3.978003916044155,182.6994921529189,91.21349316056364,2.544102143595951,3.825510374287439,5.68372071277542,41643,0,3159,9.39,N,N,61.278,,0.071,13.875,,0.752,0.472,,,GS:,,1.53134,MBA,0.1734121596003378,2075.978990341222,138.4672217964508
834,Olivia,3.219366116554257,0.08756560750094061,3.699148281321915,308.4847395517694,66.6718697988185,2.93746036679024,3.501271866318274,5.77648640453357,37659,0,2739,11.5,N,N,30.418,,0.025,,,,,,,,,1.93999,OMB,0.1706273008093649,2109.861659255887,293.9214633909906
835,Jole,2.190404216095267,0.1765009052240917,4.846382551583181,199.8032905594271,179.6662057728563,1.803795889147786,2.577012543042749,3.2418625863032,42357,0,2307,13.1,N,N,5.757,,0.194,9.615,,,,,,,,0.805302,MBA,0.3040308640877645,1184.090309647243,218.9653350855704
836,Schwarzschilda,2.297858830535523,0.04149577650534613,6.737074881567353,200.0429147237379,172.801228211849,2.202507394062785,2.393210267008261,3.48331875842295,37484,0,2719,12.3,N,N,5.968,,0.467,24,,,,,,,,1.20189,MBA,0.2829560978260264,1272.282176513982,144.8831768103997
837,Seraphina,2.900343252627981,0.131309455456303,10.42340336459076,240.0624993692896,116.8488225658584,2.519500759489038,3.281185745766924,4.9394921676994,37655,0,2933,10.09,N,N,58.095,,0.048,15.67,,0.703,0.324,,,P,,1.53661,MBA,0.1995400032847137,1804.149514252206,295.610217218832
838,Valborg,2.615273617249149,0.1519585079132178,12.60265056559312,338.1840690146893,339.7848973106555,2.217860540587165,3.012686693911134,4.22945005976959,36201,0,2205,10.6,N,N,20.39,,0.3534,10.366,,,,,,S,,1.20877,MBA,0.233038874898372,1544.806634330841,135.850311083477
839,Zenobia,3.129819449967121,0.1006590966764126,9.98945192274879,272.7632433022906,10.41386931985997,2.814774651373164,3.444864248561077,5.53716072663991,37483,0,2266,10.1,N,N,27.306,,0.232,5.565,,,,,,,,1.79839,MBA,0.1780021083053625,2022.447955405226,250.9259646029043
840,Arabella,2.255137301022127,0.06963368325289543,3.789354323462039,354.7156551649628,119.8555838407511,2.098103784510962,2.412170817533291,3.38662948342491,37478,0,2404,12.92,N,N,7.501,,0.213,3.142,,,,,,,,1.11769,MBA,0.291034578241133,1236.96641882095,2.829443566984852
841,Kerstin,3.241307277505524,0.1173601955006744,14.49058292946503,5.4789221456165,351.9331743363102,2.860906821739717,3.621707733271331,5.83564021852927,37650,0,2162,10.6,N,N,43.576,,0.051,,,,,,,,,1.85739,OMB,0.1688977124117427,2131.467589817817,283.3031144596599
842,Nicolaia,2.279597716587448,0.2097661903936372,7.997714775097934,4.071353944167387,316.9572092521298,1.801415187948865,2.757780245226031,3.44187839483939,37651,0,1771,13.8,N,N,,,,,,,,,,,,0.79823,MBA,0.2863629013870344,1257.146083715087,317.9827116174658
843,Leontina,3.202672177097195,0.06904675489532554,8.777224482067934,348.7013295050255,352.9367746650456,2.981538056275086,3.423806297919303,5.73161397122325,42973,0,3545,9.6,N,N,42.154,,0.173,6.7859,,,,,X,,,1.97275,OMB,0.171963130859143,2093.472002989293,23.73193167773726
844,Naema,2.937823537394613,0.06984363307407687,12.61031096510392,43.14550725573735,294.8533754657063,2.732635268212437,3.143011806576789,5.0355482453372,37430,0,2144,10.2,N,N,52.677,,0.041,20.892,,,,,C,,,1.75361,MBA,0.1957336590470011,1839.233996609413,187.1959361581042
845,Lipperta,3.131014252959928,0.1801056828768544,0.2652210316650903,261.0992677151489,129.5819208882864,2.567100792833416,3.69492771308644,5.54033173107041,37532,0,3410,10.26,N,N,52.41,,0.0506,1641,,0.61,0.39,,,CBU:,,1.572,MBA,0.1779002289411883,2023.606164773468,205.8535557997987
846,Agnia,2.782330511313114,0.09575713684612788,2.481883349516907,270.9182548608793,130.0056871358595,2.515902507790147,3.048758514836081,4.64110377881615,41124,0,2713,10.29,N,N,24.931,,0.152,14.827,,0.856,0.496,,S,S,,1.5244,MBA,0.2123689385844695,1695.163155212599,60.78169884281822
847,Inna,3.10965138722878,0.1626949013832378,1.05385222008076,207.8166431295935,125.2688775835516,2.603726961447345,3.615575813010215,5.48372615432545,41581,0,3276,11.2,N,N,33.027,,0.069,,,,,,,,,1.59275,MBA,0.1797365980046461,2002.930977867369,344.7669777674149
848,Ara,3.145621034821582,0.2005855389851472,19.53130574199043,228.3668596352075,63.30489693847925,2.514654944108878,3.776587125534285,5.57914697824546,36472,0,2399,8.1,N,N,80.756,,0.186,4.116,,0.701,0.252,,,M,,1.56473,MBA,0.1766625412828823,2037.783433804154,252.5855549233019
849,Altona,3.000473972676957,0.1252844246186413,15.54455546735031,121.1279336813245,134.7707838249841,2.624561317426915,3.376386627926998,5.19748204932941,37178,0,2516,9.7,N,N,80.90,,0.039,11.1913,,,,,,,,1.6323,MBA,0.1896353415005492,1898.380318517566,242.997977173733
850,Zeissia,2.228179562075569,0.08949135590759534,2.391986771256557,141.1977023417651,7.361682625373819,2.028776751859835,2.427582372291304,3.32608605787838,36715,0,3102,11.62,N,N,12.642,,0.335,9.34,,0.859,0.482,,,S,,1.04053,MBA,0.2963321652586042,1214.85293264008,37.69492951451711
851,Wladilena,2.362703427617807,0.2741496391347984,23.0145871572969,27.29992354299283,282.245537522134,1.714969135553834,3.01043771968178,3.63180079419003,35284,0,2083,10,N,N,26.541,,0.225,4.6134,,,,,,,,0.850634,MBA,0.2713877602935464,1326.51524007791,59.10872796948159
852,Nansenia,2.312128334678393,0.1056349348626155,9.21531105745685,182.8445516415387,59.64595442688979,2.067886808650634,2.556369860706153,3.51581574044383,36272,0,2639,11.67,N,N,27.593,,0.051,7.931,,0.71,0.29,,Ch,XD,,1.0737,MBA,0.2803407107003657,1284.15169919711,77.42924466534356
853,Frostia,2.36832309786646,0.1738780208143082,6.087142052479897,190.5879339385913,84.12738426104589,1.956523764960629,2.780122430772292,3.64476580735874,28237,0,2687,12,N,N,7.839,,0.415,37.56,,,,,,,,0.951392,MBA,0.2704223907548704,1331.250711137781,39.16982682611202
854,Newcombia,2.361832189279857,0.178881374606007,10.88304168131661,17.12742017251358,233.9052381696728,1.939344400672762,2.784319977886953,3.62979215928948,37806,0,2330,11.7,N,N,12.392,,0.219,3.003,,,,,,,,0.948445,MBA,0.2715379393955411,1325.781586180482,103.1089200764961
855,Backlunda,2.435958591170913,0.1189222387364432,14.32052681586472,125.552297522512,73.28828046368555,2.146268942039595,2.72564824030223,3.80200824597995,32385,0,2382,10.69,N,N,45.449,,0.045,12.08,,0.68,,,C,,,1.1964,MBA,0.2592383339540907,1388.683511844176,33.73431043136433
856,Glasenappia,2.190180145769018,0.08862908566549059,5.301005869229887,82.91531703652537,239.1349368262704,1.996066482006799,2.384293809531236,3.24136515302725,41319,0,2659,11.32,N,N,14.497,,0.271,8.2,,0.63,0.14,,,MU,,0.988257,MBA,0.3040775219191323,1183.908622143204,176.7111447639708
857,El Djezair,2.810287225514687,0.102521087757023,8.874206889233685,67.19332993184962,179.301107617721,2.522173522245255,3.098400928784119,4.71122955897697,40471,0,2286,10.3,N,N,22.519,,0.375,22.31,,,,,,S,,1.50842,MBA,0.2092078662330311,1720.776596416339,311.1547576408323
858,Bouzareah,3.225357809587723,0.1088909633954445,13.50325625586162,35.70163207619839,21.42408696069653,2.874145490406695,3.576570128768751,5.79262018571407,37660,0,2341,9.7,N,N,65.417,,0.031,23.2,,,,,,,,1.88901,OMB,0.1701520644834158,2115.754522832064,248.0738841467733
859,Ursina,2.797366597007859,0.1064535699206526,13.29653707503105,309.3528991154164,21.69217371961761,2.499576936379585,3.095156257636133,4.67877627836289,42655,0,2293,10.26,N,N,34.561,,0.116,9.386,,0.658,0.205,,X,M,,1.4913,MBA,0.21065898960068,1708.923035672046,98.3666005150478
860,Aida,3.142564644714629,0.1024741461135039,8.050993653996397,114.973894595824,192.8393356588458,2.820533016141011,3.464596273288248,5.57101762635355,41481,0,2872,9.7,N,N,66.85,,0.0571,10.95,,,,,,,,1.80547,MBA,0.1769203311626727,2034.814188025633,303.0345635165019
861,Franzia,2.803358621197956,0.08206124763242678,13.88617014609993,300.0147159838153,121.0931779461344,2.573311515181332,3.033405727214579,4.69381739689319,42652,0,2231,9.8,N,N,27.033,,0.291,7.52,,,,,S,,,1.61695,MBA,0.2099839427115204,1714.416804215236,329.7816524378075
862,Benkoela,3.20259243441069,0.0291579975129957,25.41381853072728,116.9259465211336,96.9575831106132,3.109211252173004,3.295973616648375,5.73139990711096,37519,0,2184,9.02,N,N,38.724,,0.29,8.2,,1.077,0.633,,A,A,,2.15713,OMB,0.1719695535718399,2093.393816072278,223.7309069983322
863,Aase,2.208961426269686,0.1904452018050698,5.448733203813954,163.126326427918,193.8354668502767,1.788275321664141,2.629647530875231,3.28314754528035,35817,0,2613,12.87,N,N,7.249,,0.239,3.2324,,0.904,0.534,,,S,,0.783483,MBA,0.3002077335160984,1199.169640913649,268.2298218973056
864,Zubaida,2.417665750188542,0.1936559344275983,13.33942542868957,177.0584446794063,301.6229038112792,1.949470430202179,2.885861070174904,3.75926195423087,40502,0,2372,11.7,N,N,17.77,,0.0972,11.3533,,,,,,,,0.998891,MBA,0.262186114021206,1373.070428782825,87.36039470318941
865,Fatme,3.123668833309296,0.05218203018786786,8.661546448486247,91.05966121960078,262.8968600298107,2.960669451952648,3.286668214665944,5.52084658320498,37503,0,2994,9.5,N,N,78.061,,0.046,20.03,,,,,X,,,1.97045,MBA,0.178528105882518,2016.489214515619,323.4101576435335
866,Kovacia,3.065424933568957,0.127932770260388,5.974942973532956,46.82107836918596,69.99388149306095,2.673256629792214,3.457593237345699,5.3671561489451,37328,0,2364,11.5,N,N,24.113,,0.092,8.6772,,,,,,,,1.69731,MBA,0.1836403219908699,1960.353783402199,40.42410375128923
867,Lova,2.702149541636759,0.1491140903613163,5.838181791385565,115.7893208504034,286.8542202128415,2.299220970715346,3.105078112558172,4.44193574755776,37368,0,2801,10.22,N,N,50.692,,0.056,41.118,,0.711,0.362,,Ch,C:,,1.31579,MBA,0.2218911617326902,1622.417031795471,135.615359555615
868,Mellena,2.690017959295747,0.2205695143390918,7.836893107143748,154.890644573391,107.1549457847615,2.09668200445045,3.283353914141045,4.41205554691318,37429,0,2445,11.9,N,N,21.193,,0.065,6.5155,,,,,,,,1.09709,MBA,0.2233938972180741,1611.503288510039,0.8952250932905721
869,Manto,2.321385144337273,0.2650005368321966,6.192400908697069,120.8027038780427,196.9712384866393,1.706216834893609,2.936553453780936,3.5369506766051,37253,0,2659,11.7,N,N,13.683,,0.216,122.3,,,,,S,,,0.693023,MBA,0.2786655437088536,1291.871234630011,232.3392385456984
870,Amneris,2.22198842127341,0.1197829063926915,4.250654790732585,158.0136510639877,66.50606873121241,1.955832190202373,2.488144652344448,3.31223307453658,40911,0,2759,12.6,N,N,8.011,,0.38,78.704,,,,,,,,0.95174,MBA,0.2975715359359054,1209.793130474486,277.6573756529824
871,Holda,2.732186326805645,0.0788211261836989,7.37409815441038,194.7347513035687,17.84081439333823,2.51683232358312,2.947540330028169,4.51620526416123,43499,0,2996,9.91,N,N,34.431,,0.165,5.945,,0.726,0.275,,X,M,,1.5126,MBA,0.2182421359784255,1649.543972734889,226.1867439522707
872,Mechthild,2.626848663354414,0.1491910479551161,5.274410750821075,150.0311819063371,110.2260728304055,2.234946358449073,3.018750968259755,4.25756004895196,37343,0,2676,11.49,N,N,34.471,,0.04,11.006,,0.684,0.319,,,PC,,1.22596,MBA,0.2315002658882471,1555.073807879702,315.4762604293514
873,Rotraut,3.151920137357365,0.08021095196568476,11.14077628575271,190.6347740384396,9.669175959497435,2.899101622620119,3.404738652094611,5.5959137182877,37414,0,2801,10.1,N,N,58.287,,0.054,14.297,,,,,,,,1.89802,MBA,0.1761332166624522,2043.907485604583,101.0887890186813
874,Nymphe,2.553078217988649,0.1519154529977186,14.57272271519071,196.0908160017605,117.1538478811422,2.165226183964295,2.940930252013003,4.07947600332239,37402,0,2297,11.2,N,N,14.107,,0.223,12.618,,,,,,,,1.19466,MBA,0.2416060990590084,1490.028610213502,285.2641786388166
875,Scott,3.009549489418829,0.113683118024073,11.36013841465938,150.9505361217803,211.4247258163994,2.66741451961394,3.351684459223718,5.22108106388876,37365,0,2560,10.89,N,N,22.420,,0.153,11.817,,0.807,0.375,,,S,,1.66949,MBA,0.1887781996308335,1906.999858585368,99.96648285272286
876,Walkure,2.485977124988047,0.1606874868049681,4.255435436661345,116.3779068844599,275.92505418,2.086511708519078,2.885442541457016,3.9197096166725,35868,0,3015,10.71,N,N,38.41,,0.0623,17.424,,0.636,0.25,,,F,,1.09697,MBA,0.2514539034154954,1431.673937489632,122.0722137767409
877,Mildred,2.360474159785435,0.2265127911653164,2.065369341574486,172.838057182501,190.2383476515923,1.825796569378831,2.895151750192039,3.62666196897681,37492,0,1661,14.7,N,N,2.529,,0.399,2.66,,,,,,,,0.822537,MBA,0.2717723051662385,1324.638284168779,110.4839732964454
878,Ricarda,2.531717912989527,0.1546656754332343,13.68122521623965,269.8569830048091,96.99791627548495,2.140148051970583,2.92328777400847,4.0283868898891,37356,0,2374,11,N,N,18.312,,0.23,82.9,,,,,,,,1.18988,MBA,0.244670214234237,1471.368311531992,51.62285786825383
879,Herba,2.996455925370512,0.3233678963286105,15.14798309537055,262.6189595550757,100.9895708414235,2.02749827634205,3.965413574398974,5.18704533041537,37183,0,2045,11.46,N,N,31.141,,0.042,12.266,,0.634,0.301,,,F,,1.08912,MBA,0.1900169018358336,1894.568306934214,171.029803031622
880,Athene,2.612902450407951,0.2054417496634468,14.19094660830711,277.0342265321268,41.2334176650627,2.076103199296234,3.149701701519668,4.22369934701628,37356,0,2075,11.8,N,N,12.153,,0.237,13.895,,,,,,,,1.08189,MBA,0.2333561653870617,1542.706186497697,28.0746369907511
881,Swetlana,3.124990665402296,0.2664883062754025,6.125600132940844,256.3063052786587,126.5113469990114,2.292217195852795,3.957764134951798,5.52435131012595,37157,0,2444,10.6,N,N,42.440,,0.062,29.867,,,,,,,,1.30166,MBA,0.1784148451169167,2017.769316023502,80.23315414424833
882,Matterania,2.238226607010187,0.1985865596782324,4.71550408726701,285.480880888404,42.47341906961275,1.793744885343751,2.682708328676623,3.34860779183102,37129,0,2557,12.59,N,N,7.036,,0.263,5.64,,0.86,0.48,,,S,,0.784596,MBA,0.2943391237910889,1223.078995966281,145.823080475876
883,Priamus,5.18175770220792,0.122676266934462,8.915376494825207,301.5629542262167,335.4741527449942,4.546079011142156,5.817436393273684,11.7957036959077,37074,0,2312,8.81,N,N,101.093,,0.044,6.8605,,0.718,0.229,,,D,,3.53166,TJN,0.08355807409010316,4308.380774930275,291.3061401279157
884,Ulrike,3.09514160937016,0.1862151601936119,3.303057445916456,149.0208241653784,204.1222604522373,2.518779318759382,3.671503899980938,5.44538997952007,41267,0,2934,10.7,N,N,30.537,,0.109,4.9,,,,,,,,1.51308,MBA,0.18100196442761,1988.928690019707,245.7256767239756
885,Washingtonia,3.169914948673813,0.2701452387885869,16.86623720030848,58.89339562480739,302.165055174466,2.313577517924814,4.026252379422811,5.64390398850951,39962,0,3275,9.3,N,N,86.793,,0.078,9.001,,,,,C,,,1.36063,MBA,0.1746355510962278,2061.435931803099,31.93524437121653
886,Alinda,2.476487672790801,0.569115637583157,9.384536496398509,110.4284807992257,350.41432328,1.067079811923636,3.885895533657965,3.89728762126764,37095,0,1243,13.4,Y,N,4.2,,0.31,73.97,,0.832,0.436,,,S,-0.12,0.0865708,AMO,0.2529005757719695,1423.484303668007,193.414344736594
887,Parysatis,2.708565329420372,0.1940527457240502,13.84964667622459,123.94745935,298.1280313715604,2.182960790273382,3.234169868567361,4.45776504910823,41445,0,2283,9.51,N,N,44.749,,0.139,5.9314,,0.879,0.498,,,S,,1.23408,MBA,0.221103237274636,1628.198684186782,285.8831032165313
888,Erynia,2.448002718957124,0.2027818070440396,8.102770480290742,132.5435245413646,278.3155592808985,1.951592303958276,2.944413133955972,3.83024051707088,37060,0,2215,10.9,N,N,16.682,,0.23,9.89,,,,,,,,0.98141,MBA,0.2573275174169216,1398.99534886014,239.8217705760766
889,Waltraut,3.024555111480157,0.06078634517602485,10.86593167018821,160.6107651332991,89.37701058350402,2.840703460469813,3.2084067624905,5.26017818437596,37049,0,2554,10.78,N,N,28.376,,0.121,12.581,,0.77,0.33,,,CTGU:,,1.85426,MBA,0.1873750752959494,1921.28008184332,3.092563400357725
890,Gunhild,2.859106833966763,0.02979217269976737,13.55798339216139,105.8605889415034,293.1916583614461,2.77392782940214,2.944285838531386,4.83452463585546,36981,0,2503,10,N,N,55.747,,0.057,11.892,,,,,,,,1.8135,MBA,0.2038724295782084,1765.810123246208,150.2526791418839
891,Seeligeria,3.225732652193241,0.1040617165344003,21.33113063752087,175.9058357886825,286.4967914027729,2.890057375324949,3.561407929061534,5.79363001968744,37044,0,2691,9.7,N,N,74.481,,0.055,41.39,,,,,,,,1.98632,OMB,0.1701224068534376,2116.123364690838,254.4445285213149
892,Leopoldina,3.05055399770495,0.1490294448793592,17.01612375690529,145.0274698034655,222.8186214035123,2.595931628852471,3.505176366557429,5.32814797258652,36972,0,2975,9.47,N,N,85.992,,0.039,14.115,,0.67,0.226,,,XF,,1.61636,MBA,0.1849847805351189,1946.106046987227,217.6119585335635
893,Erda,3.1189427211561,0.1103359372010766,12.73455569691001,190.6259465649113,116.1512879642633,2.774811252940866,3.463074189371335,5.50832175918554,41077,0,2638,9.6,N,N,28.309,,0.12,4.6897,,,,,,,,1.78944,MBA,0.1789340431546054,2011.914522542517,78.83535185959043
894,Helio,3.201838236267957,0.14510694354307,26.07956896920744,264.687313955168,177.8977857239983,2.73722927608378,3.666447196452135,5.72937544251509,41230,0,2383,8.4,N,N,109.568,,0.071,9.347,,,,,B,FCB,,1.75338,OMB,0.1720303187069349,2092.654380378635,53.37773333864629
895,Sphinx,2.285301651786297,0.1633800478209425,8.190924055420098,254.1804398015538,1.883957675438078,1.911928958632173,2.65867434494042,3.45480470648329,36981,0,2443,11.6,N,N,11.974,,0.242,26.27,,,,,,,,0.89679,MBA,0.2852914613430764,1261.867419043022,97.72934362254723
896,Lysistrata,2.542404611272756,0.09506823564295308,14.33064126629951,257.9700959494351,24.01547220531834,2.300702690588547,2.784106531956965,4.0539202756304,36967,0,2215,10.37,N,N,24.337,,0.214,11.26,,0.831,0.396,,Sl,S,,1.29008,MBA,0.2431291728385772,1480.694380674004,331.6038560419004
897,Hildegard,2.730945650729077,0.3712227709667096,10.08767969330841,241.5585849593988,49.8159347840922,1.717156438905945,3.744734862552209,4.51312942432961,36979,0,2261,11.6,N,N,11.693,,0.205,24.855,,,,,Sl,,,0.72066,MBA,0.2183908748670472,1648.42052223639,130.2558638316655
898,Jokaste,2.907022262324138,0.2007787693028194,12.46784434316051,252.4238591883727,127.6023296120207,2.323353910158799,3.490690614489476,4.95656423421506,36807,0,2053,10.14,N,N,31.018,,0.161,6.245,,0.676,0.255,,,XB,,1.3505,MBA,0.198852720714038,1810.38508654705,68.898618321982
899,Rosalinde,2.474008411926725,0.1631664168890572,11.55827527628627,182.2722285233891,121.7480667307601,2.070333323999254,2.877683499854195,3.89143660851594,36973,0,2416,11.74,N,N,19.618,,0.085,16.648,,0.86,0.39,,,,,1.08161,MBA,0.2532808272427289,1421.347221260447,332.1532414211385
900,Brunsia,2.224328462323673,0.2207144565369144,3.446873158395752,265.0778540803354,68.3535742001143,1.733387014602313,2.715269910045032,3.31746676628444,41462,0,2618,11.35,N,N,13.210,,0.234,3.1363,,0.901,0.546,,,S,,0.725899,MBA,0.2971020820417917,1211.704736385391,127.7071200681279
901,Probitas,2.446231438312654,0.1799498855971496,6.346045196158311,353.059960067892,28.53110837788076,2.006032370844141,2.886430505781167,3.8260841469905,36759,0,2292,12,N,N,8.552,,0.383,10.117,,,,,,,,1.01023,MBA,0.2576070586797797,1397.47723468828,87.60388931337349
902,Nealley,3.239985140660393,0.04494521395055415,11.77784061273593,159.3916756340057,234.4975839580574,3.094363315316795,3.385606966003991,5.83207002565352,36942,0,2631,10,N,N,58.065,,0.054,21.6,,,,,,,,2.11242,OMB,0.1690011057878392,2130.163576869948,39.43294486925911
903,Rockefellia,2.992978137935991,0.08794138512132359,15.16040078626412,198.1339163050071,251.29674349,2.72977149484806,3.256184781023921,5.17801756250559,38641,0,2576,10.4,N,N,49.146,,0.055,6.826,,,,,,,,1.78859,MBA,0.1903481924249446,1891.270914705166,102.33438757881
904,Universitas,2.21559139605716,0.1536862872096999,5.325790230889379,37.17635844693153,343.1421947029895,1.87508538042338,2.556097411690941,3.29793967355666,36814,0,2624,11.59,N,N,12.070,,0.28,14.238,,0.85,,,S,,,0.877864,MBA,0.298861222741715,1204.572465766571,179.3403060854251
905,Repsolda,2.892642889175399,0.08641666003606367,11.78419415599419,40.2015980616541,294.8213099928858,2.642670352015791,3.142615426335007,4.91983382506157,37649,0,2342,9.4,N,N,65.752,,0.065,15.368,,,,,,,,1.65995,MBA,0.200337311871549,1796.96930460374,200.5800192691985
906,Rhoda,2.803106946821781,0.1607321092894031,19.55028061781746,43.10441006131182,88.09841781774996,2.352557654695337,3.253656238948224,4.69318532272195,43343,0,2304,9.76,N,N,82.660,,0.032,22.44,,0.709,0.269,,Xk,C,,1.46204,MBA,0.2100122231687013,1714.185939124194,99.73889574004848
907,Buda,2.472436989393975,0.1479039476231578,13.4155009105881,85.55033365370444,23.63112696292229,2.10675379841309,2.838120180374859,3.8877295960391,36861,0,2258,10.69,N,N,30.749,,0.087,14.572,,0.82,0.35,,L,,,1.12984,MBA,0.2535223345707305,1419.993234953282,255.9159949825962
908,Ulla,3.544116450285815,0.09017390810492688,18.79345452261031,146.3466227329648,232.8437787929069,3.224529619184582,3.863703281387048,6.67221722588891,36616,0,2451,8.95,N,N,116.44,,0.0343,8.73,,0.689,0.279,,,X,,2.25846,OMB,0.1477209524209167,2437.027341755925,121.0134362615306
909,Anneliese,2.925788590903507,0.1539233600782635,9.209082913053384,49.9394785362294,208.3878273553535,2.475441380112991,3.376135801694022,5.004637379641,36597,0,2713,10.5,N,N,48.590,,0.057,11.2863,,,,,Ch,,,1.4649,MBA,0.1969425971554125,1827.943802913875,262.2639642119384
910,Agamemnon,5.277538727303957,0.06600817056567468,21.7634388836079,338.0053808688385,80.62823133637563,4.929178050825124,5.625899403782791,12.1242629187154,36748,0,1872,7.89,N,N,131.038,,0.072,6.592,,0.76,0.215,,,D,,4.02013,TJN,0.08129370750003365,4428.387031060811,268.8610170965975
911,Maritima,3.137454567934746,0.1755058798890783,18.32820784124986,34.02243510548001,89.44376349473318,2.58681284337735,3.688096292492141,5.55743473073528,32654,0,2153,9.3,N,N,82.675,,0.039,1332,,,,,C,,,1.68148,MBA,0.1773527411696929,2029.853035401062,99.33687166179372
912,Otila,2.197422551941854,0.1706250092436856,5.805940872676781,94.92781715782456,188.6521323280125,1.822487308704492,2.572357795179216,3.25745607537925,40197,0,2675,11.9,N,N,11.636,,0.282,4.872,,,,,Sa,,,0.805676,MBA,0.3025754639693198,1189.785831532271,208.4028227409092
913,Palisana,2.458317719499957,0.2149708294137469,25.21134968291145,255.7959393068934,48.92156364589557,1.92985112037654,2.986784318623373,3.85447487920402,32157,0,2245,8.76,N,N,76.190,,0.095,15.922,,0.741,0.368,,,CU,,0.976532,MBA,0.2557096139568295,1407.846949629268,327.2595612410312
914,Cosette,2.227291946760793,0.140202768130327,5.546038581038579,9.33480298659585,39.42237329762209,1.915019450390545,2.539564443131041,3.32409879149959,36672,0,2595,11.6,N,N,11.699,,0.255,4.445,,,,,,,,0.92769,MBA,0.2965093233353976,1214.127083595225,96.26554150903247
915,America,2.363851301590786,0.2373150641697185,11.09427590439688,329.7806821398192,41.6859287490883,1.802873778266096,2.924828824915476,3.63444777636465,34801,0,2514,11.5,N,N,33.23,,0.053,37.294,,,,,,,,0.816069,MBA,0.2711901075528531,1327.482050317187,156.81178431612
